epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,378.906,0.56559,0.52663,0.85965,0.98245,0.96642,0.98428,0.81634,0.64818,0.48348,0.85703,0.000148625,0.000148625,0.000148625
180,380.9,0.56869,0.58752,0.897,0.98171,0.96689,0.98399,0.82126,0.64449,0.47647,0.85551,0.000142437,0.000142437,0.000142437
181,382.762,0.55151,0.51603,0.87914,0.98171,0.96689,0.98399,0.82126,0.64449,0.47647,0.85551,0.00013625,0.00013625,0.00013625
182,384.722,0.5451,0.50654,0.85689,0.9851,0.96319,0.98345,0.81465,0.64907,0.47531,0.8558,0.000130062,0.000130062,0.000130062
183,386.588,0.54291,0.51991,0.84924,0.9851,0.96319,0.98345,0.81465,0.64907,0.47531,0.8558,0.000123875,0.000123875,0.000123875
184,388.424,0.52018,0.53785,0.89175,0.9819,0.96362,0.98301,0.80767,0.66147,0.47904,0.8587,0.000117687,0.000117687,0.000117687
185,390.712,0.50299,0.5044,0.84991,0.9819,0.96362,0.98301,0.80767,0.66147,0.47904,0.8587,0.0001115,0.0001115,0.0001115
186,392.986,0.50169,0.49555,0.85112,0.97317,0.97101,0.98324,0.80273,0.67089,0.47978,0.8622,0.000105312,0.000105312,0.000105312
187,394.915,0.54476,0.52517,0.87095,0.97317,0.97101,0.98324,0.80273,0.67089,0.47978,0.8622,9.9125e-05,9.9125e-05,9.9125e-05
188,396.86,0.56016,0.54121,0.85383,0.96729,0.98375,0.98325,0.80194,0.66829,0.47978,0.86199,9.29375e-05,9.29375e-05,9.29375e-05
189,398.563,0.5306,0.51907,0.86282,0.96729,0.98375,0.98325,0.80194,0.66829,0.47978,0.86199,8.675e-05,8.675e-05,8.675e-05
190,400.504,0.57223,0.5359,0.86745,0.96745,0.98494,0.98354,0.80892,0.65941,0.47747,0.8603,8.05625e-05,8.05625e-05,8.05625e-05
191,406.336,0.5193,0.58797,0.84583,0.96745,0.98494,0.98354,0.80892,0.65941,0.47747,0.8603,7.4375e-05,7.4375e-05,7.4375e-05
192,409.036,0.54143,0.60114,0.86659,0.97024,0.98643,0.98352,0.81774,0.64326,0.47456,0.85681,6.81875e-05,6.81875e-05,6.81875e-05
193,411.271,0.52425,0.60979,0.85529,0.97024,0.98643,0.98352,0.81774,0.64326,0.47456,0.85681,6.2e-05,6.2e-05,6.2e-05
194,413.166,0.5418,0.62528,0.84218,0.96726,0.98663,0.98275,0.82185,0.63658,0.46818,0.85554,5.58125e-05,5.58125e-05,5.58125e-05
195,415.195,0.58028,0.63449,0.87452,0.96726,0.98663,0.98275,0.82185,0.63658,0.46818,0.85554,4.9625e-05,4.9625e-05,4.9625e-05
196,417.53,0.55534,0.61692,0.87924,0.96439,0.98663,0.98326,0.82825,0.62913,0.46712,0.85395,4.34375e-05,4.34375e-05,4.34375e-05
197,420.832,0.57447,0.63622,0.87343,0.96439,0.98663,0.98326,0.82825,0.62913,0.46712,0.85395,3.725e-05,3.725e-05,3.725e-05
198,422.891,0.54004,0.58096,0.86461,0.96448,0.99219,0.98414,0.83028,0.62573,0.46888,0.85358,3.10625e-05,3.10625e-05,3.10625e-05
199,424.739,0.52745,0.59961,0.86307,0.96448,0.99219,0.98414,0.83028,0.62573,0.46888,0.85358,2.4875e-05,2.4875e-05,2.4875e-05
200,426.294,0.53612,0.5831,0.86381,0.97215,0.98453,0.98413,0.82911,0.62586,0.46785,0.85371,1.86875e-05,1.86875e-05,1.86875e-05
